Polarity,Text
positive,السيارة معروفة في حلبات الدرفت و قوية جدا.
negative,سيارتي ياريس 2013. المشكلة في القير الاوتوماتيك فيه طقة و ترج السيارة لما تعشق إلى النمره 3 و 4.
neutral,"السيارة فيها صوت قربعة الديكور و أيضا علامة ال ABS شغالة و أحيانا لمبة المكينة شغالة, مع إنه أداء السيارة ما شاء الله ممتاز."
positive,جالنت تحصل موديل 2004 عملية و اقتصادية و عن تجربة.
positive,بتخدمك سنين ما تحتاج غير قطع استهلاكية و متوفرة بالوكالة و أسعارها طيبة.
positive,خذ لك 4 سلندر افضل و سعر قطع الغيار أرخص.
negative,الناس خوفوني من الهوندا اكورد يقولون قطعها غالية.
positive,ممتازة جدا و سيارة و لا أروع معاي وحده استاندر بلس مريحة و عزمها حلو .
positive,"ركبت أكثر من سوناتا, التبريد ممتاز جدا."
negative,"نصيحة أخ لا تشتريها لو حتى يقول بـ 10,000 الاف لأن قطعها غالية نار بمعنى الكلمة."
positive,هي سيارة ديره و اقتصادية و على قولتهم تمضمض بالبنزين ما تصرف.
positive,"إسأل مجرب عندنا 2015 عملية جدا, أوسع السيارات في فئتها, مكيف جيد جدا, سعرها ممتاز."
positive,"اليارس عملية جدا, و شكلها أجمل, و مكيفها افضل, و نصيحتي لك خذ يارس افضل و الله."
positive,"سيارة دوام عملية ما عليها خلاف أبدا, مكيف ممتاز, تعليق لا بأس."
positive,"الصني تتميز بمكيف جبار, واسعة من الداخل."
negative,سمعته ماش و عليه شكاوي من سوء الاعتمادية.
positive,"مريح, راسي .و انتشاره ملاحظ جدا, و صراحه موتر نشيط 3500 سي سي, و عزله جدا ممتاز. توكل على و خذ من 2013 و فوق."
negative,"أرجوك ابعد عن الاكاديا, صديقي في العمل عنده وحده على يده من الشركة خرابات بالهبل."
negative,الاكاديا سيارة امريكية بإسم الشركة فقط. و أغلب قطعها مجمعة من عدة دول و منها الجربكس صناعته صيني و لذلك دايما يخرب. فانصحك ابعد عنها.
neutral,انا و الله مثلك محتار بين هالسيارتين تحديدا لأن أشكالها حلوة و السيارة مريحة. لكن المشكلة سمعتها ما هي طيبة.
negative,انا كان معي التيما ستة سلندر من طلعتها من الوكالة و فيها أصوات في الديكور.
negative,هذا تلاعب من الوكيل يفكك الطبلون و يحط مسجل شاشة صيني و لا يرده مثل تقفيل المصنع. وكيل نصاب.
negative,"سيارة ممتازة و لكن يعيبها وكيلها, قطع غيار مرتفعة, تسويق فاشل, صيانة ماش."
negative,و الله صراحه انا أشوف سعرها مبالغ فيه.
neutral,مشكلة المازدا ليست بالسيارات بالعكس السيارات جيدة لكن مشكلتها بالوكالة.
negative,المازدا أقسى و قطعها أغلى و وكيلها قلق.
neutral,السنتافي مريحة وقطعها رخيصة ومتوفرة و لها ثلاث وكلاء. الناغي سيء.
negative,سيارات لا رساوة و لا راحه و لا أمان و لا شيء.
negative,"أسوأ تكييف مر علي تكييف الفورتشنر و الله ما تحس إنه شغال, و الفورتشنر سريع الانقلاب."
positive,انا أميل للسانتافيه لأن السيارة لها 3 وكلاء بترتاح في قطع الغيار و غير المحلات المنتشرة اللي تبيع قطع الغيار.
positive,تجربتي له ممتازة جدا و سيارة خدومة و مكيفها جدا بارد و لذيذة و خفيفة بالمناورات و الرساوة. يشهد الله انها ممتازة.
neutral,"وكيله فاشل بمعنى الكلمة و سعره غالي, و قطع الغيار غالية و أحيانا غير متوفرة و لكن قد يكون أجود من السنتافي."
positive,حسب تجربتي عزمها مناسب و مريحة على الحفر و المطبات و عزلها جيد.
positive,ديكوراتها متماسكة و قيادتها سلسة يعني خفيفة بالمناورات، تكييفها ممتاز و يكفيك انها ياباني.
positive,السوناتا ممتازة و سعرها مناسب و قطعها متوفرة و رخيصة.
positive,شف السوناتا أكبر من الاوبتيما و أوسع و زيادة عليها الوكيل افضل.
positive,كامري جي ال اكس تعيش و تعمر و القطع متوفرة و ضمان أبو جميل ممتاز.
negative,نصيحة ابعد عن التويوتا انا معاك انها تكرف لكن وقت الحوادث بتروح فيها.
positive,الافالون تعيش معك و تكد.
positive,"من ناحية التصميم و الشكل حلوة, فنانة."
positive,هوندا أمانةا ممتاز و بديها صلب و قوي.
positive,انصحك بالكامري أوسع و قطعها متوفرة أشكال و الوان و موجوده في المعارض.
positive,برأيي افضل المازدا على الكامري لأنها أرسى و أجمل منها و ممتازة من ناحية قوة الموتر أيضا.
positive,من المعروف ان التويوتا أرخص قطع غيار.
positive,المازدا مكينتها أقوى من الكامري و قطعها متوفرة.
positive,المازدا تتفوق في المواصفات.
positive,عزل الكامري افضل من المازدا بشكل ملحوظ.
negative,عزل المازدا سيء جدا.
positive,اللي يميز الكامري وجود خيارات بقطع الغيار أصلي و ياباني و صيني و ما تتعب بالبحث بأي صناعية تحصل طلبك.
positive,الكامري عملية و تمتاز في خدمة الصيانة و قطع الغيار متوفرة.
negative,خدمة الصيانة في الوكيل سيئة و كذلك قطع الغيار أغلبها طلبيات و تتاخر.
positive,اللي يميز الكامري عن المازدا مقاعدها اريح قليلا من المازدا.
neutral,المازدا متعب مقعدها لكن ايجابياتها الأخرى مثل السلامة افضل مليون مره من الكامري.
neutral,الكامري تكد و تعيش و لكن قطعها غالية.
negative,عيب الكامري صداماتها تتفكك مع الخطوط.
positive,للسيارة ثبات مذهل و رائع على المنعطفات.
neutral,الفرنسي صناعته طيبة و يقارن بالياباني و الامريكي لكن للأسف مب منتشر عندنا.
negative,الوكيل ما نجح في تسويق سافران و نادرا نشوفها.
negative,حنا بلشنا في الكوري أوقات تجيك أعطال تبلش فيها.
negative,هذي السيارة شكلها قبيح من وجهة نظري.
negative,"لا توجد صيانة, لا توجد قطع غيار, لا يوجد احد في الصناعية يفهم فيها. افضل الابتعاد عن السيارات الأوروبية لما فيها من مشقة و تعب و خسارة فلوس."
negative,انصدمت من نوع البلستك الموجود في السيارة ردئ إلى ابعد درجة و شككني في السيارة ككل انها مجرد مواصفات بلا جوده و صرفت النظر عنها.
